"","OR","p.value","adj.P.Val","setSize","numSig","ID","sigGenes"
"Pleural Effusion",2.52607750382263,4.70561901995936e-07,0.000419741216580375,611,34,"MESH:D010996","SLC27A2;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;EIF2AK3;DUSP10;ERBB4;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;FOSL2;BDNF;VGF;CNR1;FOSB;TAC1;CAMK2G;MEF2C;PFKP;LRIG1;ELMO1"
"Carcinoma, Squamous Cell",1.80135149455082,4.80723170562368e-07,0.00042832434497107,2609,101,"MESH:D002294","SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NTRK2;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;DOK4;GRIA1;FOSB;GAD1;RELN;EFNB3;PTN;RASGRP1;NRN1;EIF4G2;ROBO1;PRSS23;ETV5;SCPEP1;PEA15;CYFIP2;RAB3B;SPRY2;TUBB2B;CREB3;RAB27B;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PTPRD;ZWINT;MATN2;NR4A3;LRIG1;GDF10;STAMBPL1;ELMO1;RGS17;NETO2;BCR;BTBD11;ALPK2;L1CAM;SLC24A3;TMTC1;USP25;ASAP1;KLF12;HDAC9;ST6GALNAC5;SLC44A5"
"Urogenital Abnormalities",1.67511212341794,5.20554391089541e-07,0.000463293408069692,4459,159,"MESH:D014564","NRSN1;FRAS1;OLFM3;NDNF;SLC27A2;FAT1;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;GFRA1;NRG1;DUSP10;NREP;NEFH;NTRK2;CD47;HTRA1;NUDT4;CALB1;ABCA1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;AGTR1;DOK4;CARTPT;GRIN2B;CNR1;GAD1;TAC1;RELN;HTR2C;PVALB;EFNB3;NPTX2;HIVEP1;ABAT;PTN;RASGRP1;GUCY1A3;PRKACB;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;SMARCA2;PSME1;CYFIP2;TUBB2B;PDZD2;SLC4A8;ARHGAP26;ZEB2;TUBB2A;ETS1;IFIT3;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;NR4A3;SYNJ2;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;GPM6A;GNB4;SLC7A1;IRF6;ST3GAL6;SPRY4;OXR1;SCN3B;SDC3;KLF12;DTNA;MFAP3L;GNAL;CRHR2;LURAP1L;NECAB1;PTPRU;OPCML;C1QTNF4;MAP6;GABBR2;GRIA4;PAQR8;FAM84B;PYGO1;TYRO3;ATP1A3;GPR137C;ST8SIA2;PCSK1N;CPNE4;PCDH8;SLIT1;THSD7A;GXYLT2;ZCCHC12;DPP10;PLEKHD1;SRRM4;RIT2;SV2C;PLCXD3;KCNMB2;RIMS1;SLC35F3;GPRIN3;DISP2;TLL1;CNNM3;LANCL3;DIRAS2;FAT3;ZNF274;DLG2;CNTNAP2;GPR83;TMEM229B;VWC2L;SLITRK1;DSCAM"
"Muscle Weakness",2.14446721311475,5.33360292697996e-07,0.000474157300208518,1076,52,"MESH:D018908","UFD1L;SLC27A2;ANXA5;RHOB;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;EIF2AK3;DUSP10;ARHGAP5;NEFH;HTRA1;NUDT4;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;PDYN;EFNB3;DPYSL2;MAP4;MEF2C;PTPRD;PFKP;RGS17;ST3GAL6;GPR176;GRPR"
"Hypercholesterolemia",1.93021454434097,5.54649370665077e-07,0.000492528641150588,1765,74,"MESH:D006937","SLC27A2;FAT1;ANXA5;DUSP5;TGFB3;SERPINE2;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;FOSB;TAC1;RELN;PHKA2;HIVEP1;EIF4G2;DDAH1;ETV5;GBE1;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PC;PTPRD;ZWINT;PFKP;NR4A3;FAM65B;HSD17B12;BCR;THBS2;L1CAM;GPR176;LYPD6;KCNA4"
"Obesity",2.47194206954612,6.25739048951027e-07,0.000555030536419561,654,35,"MESH:D009765","SLC27A2;ANXA5;RBP4;XDH;APP;LPL;TIMP3;TGFBR2;IGFBP4;LGALS1;EIF2AK3;GFRA1;CLDN1;DUSP10;NTRK2;ABCA1;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;HMGCS1;BDNF;ACHE;ACE;AGTR1;CARTPT;CNR1;FOSB;RELN;HTR2C;SDC3;PCSK1"
"Hypertriglyceridemia",1.95765814508126,6.66310276667175e-07,0.000590350905127117,1661,69,"MESH:D015228","SLC27A2;FAT1;ANXA5;IFRD1;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;CLDN1;DUSP10;NREP;NEFH;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;CNR1;FOSB;GAD1;RELN;ABAT;PRKACB;PAK3;DDAH1;TUBB2B;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PC;PTPRD;ZWINT;FAM65B;HSD17B12;GDF10;BCR;GNB4;SLC24A3"
"Stress Disorders, Post-Traumatic",10.3793381759483,6.91554410616372e-07,0.000612025653395489,34,5,"MESH:D013313","JUN;ASNS;BDNF;GAD1;HTR2C"
"Liver Cirrhosis, Experimental",1.73818395403902,6.99056732167323e-07,0.000617966151235914,3139,117,"MESH:D008106","DPY19L3;NXPH1;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;NUDT4;LAMB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;GRIA1;CNR1;FOSB;GAD1;TAC1;RELN;GRIA3;PRMT2;GNG4;ABAT;RASGRP1;GUCY1A3;PRKACB;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;CYFIP2;GBE1;TUBB2B;PDZD2;SLC4A8;ZEB2;TUBB2A;MAP4;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;CLIC4;NR4A3;SYNJ2;LRIG1;FAM65B;GDF10;RNF144B;BCR;THBS2;BTBD11;IRF6;L1CAM;ADARB1;CORIN;RSPO3;COL16A1;SDC3;TMTC1;HR;PEG3;KLF12;CRHR2;GRIA4;PYGO1;GPR176;TYRO3;PNOC"
"Disease Models, Animal",1.63888070692194,7.06226107334189e-07,0.000623597652776089,6177,208,"MESH:D004195","WDR6;UFD1L;DCAF7;KLHL13;INF2;STMN3;FRAS1;FAM49A;KCNC1;DPP6;NETO1;FEZ1;HABP4;CHGB;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;PHKA2;PRMT2;HIVEP1;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;RAB27B;KRT80;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;SYNJ2;LRIG1;HSD17B12;GDF10;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;RNF144B;BCR;THBS2;GNB4;SLC7A1;IRF6;ST3GAL6;ALPK2;L1CAM;ADARB1;SPRY4;ADCYAP1R1;TCP11L2;FAM84A;ILDR2;LAPTM4B;ZNRF1;RSPO3;TMEM106B;GFPT2;COL16A1;SSBP3;SCN3B;SDC3;SLC24A3;USP25;UBASH3B;NTRK3;HR;HAP1;CLSTN1;ASAP1;DTNA;GNAL;PTPRU;C1QTNF4;MAP6;GABBR2;GRIA4;PYGO1;THSD4;GPR176;PNOC;ATP1A3;LYPD6;CREG2;ST8SIA2;SLC6A1;ADRA1D;SLIT1;MAN2A2;AKAP5;LRRN2;TMEM245;DISP2;CNTNAP2;SLC35F1"
"Hypertrophy, Left Ventricular",2.71241890639481,7.27551170144383e-07,0.000641700132067346,457,28,"MESH:D017379","TGFB3;SERPINE2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;EIF2AK3;ARHGAP5;ABCA1;ATF3;SPP1;MAPK9;ATF4;MAPK3;JUN;ASNS;HMGCS1;FOSL2;BDNF;ACE;AGTR1;FOSB;TAC1;ABAT;LRP1;ADRA1D"
"Multiple Myeloma",1.87343119132169,7.44428082140806e-07,0.00065584114036605,1937,81,"MESH:D009101","DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;DOK4;GRIA1;CNR1;GAD1;TAC1;PDYN;EFNB3;RASGRP1;PRKACB;EIF4G2;ROBO1;PAK3;SCPEP1;TUBB2B;PDZD2;CREB3;RAB27B;MAP4;ETS1;IFIT3;PTPRE;MEF2C;MATN2;NR4A3;SYNJ2;LRIG1;FAM65B;ADCY1;ELMO1;RGS17;GPM6A;IRF6;ST3GAL6;ALPK2;L1CAM;HDAC9;SLIT1;VAT1L"
"Hyperinsulinism",2.75337961271465,7.70135771827131e-07,0.000677719479207875,438,27,"MESH:D006946","SLC27A2;ANXA5;SFRP2;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;DUSP10;ARHGAP5;ABCA1;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;HMGCS1;RGS2;ACHE;ACE;AGTR1;RELN;PC;HSD17B12"
"Diabetes Mellitus, Experimental",2.79929119298726,8.02182694343118e-07,0.000705118588327601,421,26,"MESH:D003921","ANXA5;SERPINE2;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;CLDN1;ABCA1;PTGS1;ATF3;SPP1;MAPK9;GPX3;MAPK3;JUN;HMGCS1;RGS2;BDNF;ACHE;ACE;AGTR1;SNAP25;PC"
"Neurobehavioral Manifestations",1.63454061796603,8.11283417275129e-07,0.000712306840367563,6119,209,"MESH:D019954","ATP13A3;TTC39B;WDR6;NRSN1;INF2;FRAS1;PPP1CC;ASTN1;OLFM3;NDNF;PCDH17;CHL1;KCNC1;DPP6;HABP4;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;PHKA2;PRMT2;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;PAK3;FRZB;DDAH1;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;MOXD1;KRT80;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;PFKP;MATN2;CLIC4;EFHD2;NR4A3;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;GPM6A;RNF144B;GNB4;BTBD11;ALPK2;SPRY4;TCP11L2;FAM84A;HIP1;ILDR2;CORIN;OXR1;LAPTM4B;ZNRF1;TMTC4;TMEM106B;GFPT2;SCN3B;CHRNA6;USP25;AP2B1;NTRK3;HR;HAP1;PEG3;CLSTN1;ASAP1;KLF12;DTNA;GNAL;PTPRU;OPCML;C1QTNF4;MAP6;GABBR2;GRIA4;TRPC6;FAM84B;PNOC;KCNK2;LYPD6;KCNJ4;SYT11;PCSK1N;ST6GALNAC5;PCSK1;DCC;CPNE4;PCDH8;LY6H;TTYH1;SLC2A13;KCNJ6;IL1RAPL2;GXYLT2;CA7;TMEM229B"
"Death, Sudden, Cardiac",3.98483632146999,8.32203557983004e-07,0.000729842520351094,158,14,"MESH:D016757","EIF2AK3;BCL2L11;MAPK3;JUN;ASNS;RGS2;FOSL2;BDNF;GRIN2B;FOSB;GAD1;HTR2C;PVALB;ADRA1D"
"Premature Birth",1.95286327406499,8.57444603428854e-07,0.000751121472603676,1586,68,"MESH:D047928","ANXA5;IFRD1;DUSP5;TGFB3;TCF4;SFRP2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;EIF2AK3;CLDN1;NREP;NTRK2;CD47;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;FOSL2;BDNF;ACE;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;PVALB;PDYN;GRIA3;NPTX2;PTN;GUCY1A3;PRKACB;IQGAP2;ADCY2;TUBB2B;IFIT3;CLIC4;ADCY1;STAMBPL1;RNF144B;IRF6;ST3GAL6;SLC24A3;TMTC1;UBASH3B;AP2B1;CRHR2;GRIA4;THSD4;GRPR;DISP2"
"Diabetic Nephropathies",2.47319756554307,8.80269255668296e-07,0.000770235598709759,626,34,"MESH:D003928","DUSP5;SERPINE2;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;LGALS1;DUSP10;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;BDNF;ACHE;ACE;AGTR1;GAD1;PC;HSD17B12;ELMO1;THBS2;GNB4"
"Vasospasm, Intracranial",3.01430615164521,1.03602439208029e-06,0.000905485318678176,323,22,"MESH:D020301","XDH;APP;LPL;NRG1;ERBB4;PTGS1;SPP1;MAPK9;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;GRIN2B;FOSB;TAC1;ALPK2;ADRA1D"
"Myocardial Infarction",1.7285514142441,1.04392741033357e-06,0.00091134862922121,3043,115,"MESH:D009203","ASTN1;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;NUDT4;LAMB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;PDYN;OPRD1;GRIA3;EFNB3;SNAP25;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;PRKACB;ADCYAP1;IQGAP2;ETV5;ADCY2;PEA15;GBE1;TUBB2B;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;EFHD2;NR4A3;SYNJ2;HSD17B12;GDF10;SYT1;RGS17;NETO2;RNF144B;BCR;BTBD11;IRF6;L1CAM;SYNGR3;ASAP1;KLF12;CRHR2;GRIA4;GPR176;ADRA1D;KCNJ4;KCNA4;RPH3A;PCDH1"
"Spinal Cord Diseases",2.45604306175595,1.07797211390038e-06,0.00093999168332113,578,34,"MESH:D013118","ANXA5;FAM129A;RBP4;APP;LPL;CXCR4;TIMP3;TGFBR2;MTHFD2;LGALS1;GFRA1;DUSP10;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;MAPK3;JUN;ASNS;HMGCS1;RGS2;BDNF;CNR1;TAC1;RELN;PTPRD;PFKP;MATN2;RGS17;THBS2;GPR176;PCSK1N"
"Thrombosis",1.82608817276491,1.08220736753998e-06,0.000942602617127318,2131,87,"MESH:D013927","SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;NEFH;NTRK2;CD47;HTRA1;NUDT4;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;GRIA3;EFNB3;RASGRP1;GUCY1A3;PRKACB;FRZB;ENAH;ETV5;MAP4;ETS1;PC;ZWINT;MATN2;CLIC4;NR4A3;SYNJ2;LRIG1;FAM65B;GDF10;RGS17;RNF144B;GNB4;IRF6;UBASH3B;TYRO3;HDAC9;ADRA1D"
"Drug-Related Side Effects and Adverse Reactions",1.62586803885736,1.23015033337859e-06,0.00107023079003937,7153,233,"MESH:D064420","UFD1L;DCAF7;STMN3;FRAS1;PPP1CC;PTPRT;ASTN1;FAM49A;CHL1;KCNC1;DPP6;ARHGAP15;ELFN1;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;PHKA2;PRMT2;HIVEP1;CARS;GNG4;DPYSL2;ABAT;PTN;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;ADCY2;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;RAB3B;SPRY2;TUBB2B;SLC4A8;CREB3;MOXD1;RAB27B;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;STAMBPL1;SYT1;ELMO1;RGS17;NETO2;GPM6A;RNF144B;BCR;THBS2;BTBD11;SLC7A1;IRF6;ST3GAL6;ALPK2;L1CAM;MAPK6;ADARB1;SPRY4;SYNGR3;ILDR2;CORIN;LAPTM4B;ZNRF1;NEK7;RSPO3;TMEM106B;GFPT2;CALN1;SCN3B;SDC3;TMTC1;UBASH3B;AP2B1;NTRK3;HAP1;PEG3;CLSTN1;SNX6;KLF12;DTNA;MFAP3L;GNAL;NECAB1;C1QTNF4;MAP6;GABBR2;GRIA4;FURIN;PAQR8;TRPC6;PYGO1;GPR176;TYRO3;PNOC;ATP1A3;KCNK2;VWA5A;HDAC9;GPR137C;LYPD6;CREG2;ST8SIA2;SLC6A1;ADRA1D;KCNJ4;KCNA4;SYT11;PCSK1N;ABCA8;MAN1C1;STXBP2;PCDH19;SLC44A5;MTRR;DLGAP1;TTYH1;RPH3A;KCNJ6;STAC2;TLL1;CA7;ZNF365"
"Hyperemia",2.47477626781571,1.23752377280723e-06,0.00107540815856949,591,33,"MESH:D006940","IFRD1;TGFB3;XDH;APP;LPL;CXCR4;TGFBR2;EIF2AK3;CLDN1;LAMB1;CALB1;PTGS1;BCL2L11;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;GRIN2B;CNR1;FOSB;TAC1;ADCYAP1;BTBD11"
"Reperfusion Injury",2.16092362478877,1.31050610859419e-06,0.00113751930225976,959,47,"MESH:D015427","SLC27A2;ANXA5;IFRD1;SERPINE2;RHOB;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;LGALS1;EIF2AK3;GFRA1;CLDN1;WT1;ARHGAP5;NEFH;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;GRIA1;CNR1;FOSB;GAD1;TAC1;NRN1;ETS1;PC;ZWINT;BCR;ADRA1D"
"Glomerulosclerosis, Focal Segmental",2.97528248587571,1.41584213570773e-06,0.0012275351316586,332,22,"MESH:D005923","INF2;XDH;APP;TIMP3;TGFBR2;IGFBP4;DUSP10;NUDT4;ABCA1;PTGS1;SPP1;MAPK9;GPX3;MAPK3;JUN;HMGCS1;RGS2;ACHE;ACE;AGTR1;VGF;TAC1"
"Cataplexy",9.72987288135593,1.54807678393765e-06,0.00134063449489001,30,5,"MESH:D002385","MAPK3;JUN;BDNF;FOSB;HTR2C"
"Neurotoxicity Syndromes",1.61365040713888,1.59849301988477e-06,0.00138269646220032,6544,217,"MESH:D020258","DPY19L3;TTC39B;UFD1L;INF2;STMN3;PPP1CC;ASTN1;NDNF;GALNT16;KCNC1;DPP6;FEZ1;CHGB;MED16;SLC27A2;FAT1;ANXA5;IFRD1;DUSP5;TGFB3;SERPINE2;TCF4;RHOB;SFRP2;FAM129A;RBP4;XDH;APP;LPL;CXCR4;TIMP3;TGFBR2;IGFBP4;MTHFD2;LGALS1;EIF2AK3;GFRA1;NRG1;CLDN1;DUSP10;ERBB4;WT1;NREP;ARHGAP5;NEFH;NTRK2;CD47;HTRA1;NUDT4;LAMB1;CALB1;ABCA1;PTGS1;BCL2L11;ATF3;SPP1;MAPK9;GPX3;ATF4;MAPK3;JUN;ASNS;HMGCS1;RGS2;FOSL2;BDNF;ACHE;ACE;AGTR1;DOK4;VGF;CARTPT;GRIA1;GRIN2B;CNR1;FOSB;GAD1;TAC1;RELN;HTR2C;PVALB;PDYN;OPRD1;GRIA3;EFNB3;NPTX2;SNAP25;HIVEP1;CARS;GNG4;DPYSL2;ABAT;RASGRP1;NRN1;GUCY1A3;PRKACB;ADCYAP1;EIF4G2;ROBO1;IQGAP2;HLF;CIT;PAK3;FRZB;DDAH1;PRSS23;ENAH;ETV5;SPARCL1;SCPEP1;GPCPD1;MCC;PEA15;SMARCA2;CAMK2G;PSME1;GPT2;CYFIP2;GBE1;SPRY2;TUBB2B;PDZD2;SLC4A8;CREB3;MOXD1;RAB27B;KRT80;NUP62CL;ARHGAP26;ZEB2;TUBB2A;MAP4;ETS1;IFIT3;LRP1;PTPRE;MEF2C;PC;PTPRD;ZWINT;PFKP;MATN2;CLIC4;EFHD2;NR4A3;SYNJ2;LRIG1;FAM65B;HSD17B12;GDF10;ADCY1;STAMBPL1;SYT1;ELMO1;RGS17;BCR;GNB4;BTBD11;SLC7A1;ST3GAL6;ALPK2;L1CAM;MAPK6;ADARB1;SPRY4;CORIN;LAPTM4B;ZNRF1;TMTC4;RSPO3;GFPT2;SCN3B;CHRNA6;SLC24A3;USP25;UBASH3B;NTRK3;PEG3;CLSTN1;ASAP1;KLF12;DTNA;MFAP3L;GNAL;C1QTNF4;GABBR2;GRIA4;FURIN;PAQR8;TRPC6;THSD4;PNOC;ATP1A3;HDAC9;GPR137C;LYPD6;SLC6A1;KCNJ4;SYT11;ST6GALNAC5;MAN1C1;CPNE4;PCDH19;ALK;MAN2A2;STMN2;MTRR;TTYH1;SLC2A13;KCNJ6;STAC2;PCDH1;TNR;GPRIN3;TMEM229B;ZNF195;NXPH2"
